CO_NCM;NO_NCM_POR;CO_EXP_SUBSET;NO_EXP_SUBSET_POR;NO_EXP_SUBSET_ESP;NO_EXP_SUBSET_ING;CO_EXP_SET;NO_EXP_SET;NO_EXP_SET_ESP;NO_EXP_SET_ING
74122000;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas), de ligas de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74130000;Cordas, cabos, tranças e artefatos semelhantes, de cobre, não isolados para usos elétricos;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74142000;Telas metálicas, de fios de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74149000;Grades e redes, de fios de cobre, chapas e tiras, de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74151000;Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre ou de ferro ou aço com cabeça de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74152100;Arruelas (incluindo as de pressão), de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74152900;Outros artefatos não roscados, de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74153100;Parafusos de cobre, para madeira;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74153200;Outros parafusos, pinos ou pernos e porcas, de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74153300;"Parafusos; pinos ou pernos e porcas, de cobre";1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74153900;Outros artefatos roscados, de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74160000;Molas de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74170000;Aparelhos para cozinhar/aquecer, de cobre, não elétrico, uso doméstico;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74181000;"Artefatos de uso doméstico e suas partes; esponjas, esfregões, luvas e artefatos semelhantes, para limpeza, polimento ou usos semelhantes";1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74181100;Esponjas, esfregões, etc, de cobre, para limpeza/polimento;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74181900;Outros artefatos de cobre, uso doméstico, e suas partes;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74182000;Artefatos de higiene ou de toucador, e suas partes, de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74191000;Correntes, cadeias, e suas partes, de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74199100;Outras obras de cobre, vazadas, moldadas, estampadas ou forjadas, mas não trabalhadas de outro modo;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74199900;Outras obras de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74199910;Telas metálicas de fios de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74199920;"Grades e redes, de fio de cobre; chapas e tiras, distendidas";1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74199930;Molas de cobre;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
74199990;Aparelhos para cozinhar/aquecer, de cobre, não elétrico, uso doméstico;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75011000;Mates de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75012000;Sinters de óxidos de níquel e outros produtos intermediários da metalurgia do níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75021010;Catodos de niquel não ligado, em formas brutas;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75021090;Outro niquel não ligado, em formas brutas;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75022000;Ligas de níquel, em forma bruta;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75030000;Desperdícios e resíduos, de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75040010;Pós e escamas, de níquel não ligado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75040090;Outros pós e escamas, de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75051110;Barras de níquel não ligado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75051121;Perfis ocos de níquel não ligado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75051129;Outros perfis de níquel não ligado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75051210;Barras de ligas de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75051221;Perfis ocos de ligas de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75051229;Outros perfis de ligas de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75052100;Fios de níquel não ligado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75052200;Fios de ligas de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75061000;Chapas, tiras e folhas, de níquel não ligado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75062000;Chapas, tiras e folhas, de ligas de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75071100;Tubos de níquel não ligado;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75071200;Tubos de ligas de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75072000;Acessórios para tubos de níquel (por exemplo, uniões, cotovelos, luvas);1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75081000;Telas metálicas e grades, de fios de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75089000;Outras obras de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75089010;Cilindros ocos de seção variável, obtidos por centrifugação, dos tipos utilizados em reformadores estequiométricos de gás natural;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
75089090;Outras obras de níquel;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76011000;Alumínio não ligado, em formas brutas;1501;Alumínio em bruto;Aluminio en bruto;Unwrought aluminum;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76012000;Ligas de alumínio, em formas brutas;1511;Ligas de alumínio;Aleaciones de aluminio;Aluminum alloys;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76020000;Desperdícios e resíduos, de alumínio;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76031000;Pós de alumínio, de estrutura não lamelar;1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76032000;"Pós de estrutura lamelar; escamas, de alumínio";1599;Demais produtos metalúrgicos;Otros productos metalúrgicos;Other metalworking products;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76041010;Barras de alumínio não ligado;1510;Barras, perfis, fios, chapas e tiras, de aluminio;Barras, perfiles, alambres, hojas y tiras de aluminio;Aluminum bars, rods, profiles, wire, sheets and strip;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76041021;Perfis ocos de alumínio não ligado;1510;Barras, perfis, fios, chapas e tiras, de aluminio;Barras, perfiles, alambres, hojas y tiras de aluminio;Aluminum bars, rods, profiles, wire, sheets and strip;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76041029;Outros perfis de alumínio não ligado;1510;Barras, perfis, fios, chapas e tiras, de aluminio;Barras, perfiles, alambres, hojas y tiras de aluminio;Aluminum bars, rods, profiles, wire, sheets and strip;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76042100;Perfis ocos de ligas de alumínio;1510;Barras, perfis, fios, chapas e tiras, de aluminio;Barras, perfiles, alambres, hojas y tiras de aluminio;Aluminum bars, rods, profiles, wire, sheets and strip;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76042911;Barras de liga alumínio, forjadas, de seção transversal circular, de diâmetro superior ou igual a 400 mm mas inferior ou igual a 760 mm;1510;Barras, perfis, fios, chapas e tiras, de aluminio;Barras, perfiles, alambres, hojas y tiras de aluminio;Aluminum bars, rods, profiles, wire, sheets and strip;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76042919;Outras barras de ligas de alumínio;1510;Barras, perfis, fios, chapas e tiras, de aluminio;Barras, perfiles, alambres, hojas y tiras de aluminio;Aluminum bars, rods, profiles, wire, sheets and strip;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76042920;Outros perfis de ligas de alumínio;1510;Barras, perfis, fios, chapas e tiras, de aluminio;Barras, perfiles, alambres, hojas y tiras de aluminio;Aluminum bars, rods, profiles, wire, sheets and strip;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
76051110;Fios de alumínio não ligado, com a maior dimensão da seção transversal superior a 7 mm, com um teor de alumínio superior ou igual a 99,45 %, em peso, e uma resistividade elétrica inferior ou igual a 0,0283 ohm.mm2/m;1510;Barras, perfis, fios, chapas e tiras, de aluminio;Barras, perfiles, alambres, hojas y tiras de aluminio;Aluminum bars, rods, profiles, wire, sheets and strip;15;PRODUTOS METALURGICOS;Productos metalúrgicos;Metallurgical products
